texto_anuncio_limpio,pilar,total_respuestas,NEG,NEU,POS,%_NEG,%_NEU,%_POS,sentimiento_predominante
Hola! nuestro equipo resolvió el reclamo. Saludos,Ambiente,7,4,2,1,57.14285714285714,28.57142857142857,14.285714285714285,NEG
Hola! Nuestro equipo ya resolvió el reclamo. Comparto fotos de cómo quedó la zona. Saludos!,Ambiente,1,1,0,0,100.0,0.0,0.0,NEG
Hola! nuestro equipo resolvió el reclamo. Saludos,Ambiente,1,1,0,0,100.0,0.0,0.0,NEG
"Hola, Silvia. El contenedor se retiró porque en la cuadra se están realizando obras y el camión recolector no puede ingresar para operarlo con normalidad. El equipo está evaluando si es posible ubicarlo provisoriamente en alguna calle transversal. Saludos.",Ambiente,2,0,1,1,0.0,50.0,50.0,NEU
"Hola, . El área de paseo público del Paseo Gigena es la terraza verde. El resto del espacio es privado, por lo que su acceso y funcionamiento dependen de la administración del lugar. Saludos.",Ambiente,1,1,0,0,100.0,0.0,0.0,NEG
"Hola, lo paso al equipo para que releve. Gracias por el aviso.",Ambiente,3,1,2,0,33.33333333333333,66.66666666666666,0.0,NEU
"Hola, Valeria. ¿Cómo estás? Traslado el tema al equipo para que pueda ir al lugar y revisar lo que me comentás. Te mantengo al tanto de los avances. Un abrazo!",Ambiente,2,1,0,1,50.0,0.0,50.0,NEG
Agradecemos tu comentario y lamentamos los inconvenientes. Ya informamos al sector correspondiente. Saludos.,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
Hola! Mi equipo ya resolvió el reclamo. Comparto foto de cómo quedó el lugar. Saludos!,Ambiente,1,0,0,1,0.0,0.0,100.0,POS
Hola! Nuestro equipo ya resolvió el reclamo. Comparto foto de cómo quedó el lugar. Saludos!,Ambiente,1,0,0,1,0.0,0.0,100.0,POS
Hola! Nuestro equipo ya resolvió el reclamo. Comparto foto de cómo quedó la zona. Saludos!,Ambiente,2,0,1,1,0.0,50.0,50.0,NEU
Hola! Nuestro equipo ya resolvió el reclamo. Comparto fotos de cómo quedó la zona. Saludos!,Ambiente,3,1,2,0,33.33333333333333,66.66666666666666,0.0,NEU
Hola! Nuestro equipo ya resolvió el reclamo. Comparto fotos de cómo quedó la zona. Saludos!,Ambiente,4,2,2,0,50.0,50.0,0.0,NEG
ACABAN DE HABILITAR POR COMPLETO EL INGRESO AL BUEN AYRE DESDE #AUOESTE 🛣️ Empieza a agilizar el #tránsito desde Paso del Rey a Capital.,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
ADELANTO ⚠️ AUMENTA PEAJE DE #PANAMERICANA Y #AUOESTE 🛣️ Sería desde el sábado 7/3. Lo más importante: - Sin TelePASE saldrá el Doble 🤑 - Van a instalar #Tótems con QR y Tarjetas como en #AuMERCOSUR 💳📱 Acá el nuevo valor 👇🏽,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
"AL PAIS DE LAS CHATAS, LLEGAN LAS CHINAS... Y ENCHUFABLES #BYD inicia hoy la preventa de la primera #pickup híbrida. El modelo SHARK estrena la plataforma DMO (Dual Mode Off-road), combinando una potencia de 437 CV y 650Nm de torque. Ya la imagino enchufada al boyero en el campo",Transporte,2,1,1,0,50.0,50.0,0.0,NEG
ANTICIPADAMENTE #CORTE TOTAL EN #CONGRESO ⛔ Ya está desplegado el vallado con corte de Avenida Rivadavia altura Callao. También desvío de Entre Ríos altura Avenida Belgrano. Cerrada Riobamba desde Bartolomé Mitre. Gracias a los inútiles de seguridad del Congreso.,Transporte,2,2,0,0,100.0,0.0,0.0,NEG
"ARRANQUE DE SEMANA CON AUMENTO 🚍 Sube a $700 el boleto mínimo de los colectivos nacionales que circulan en capital y provincia. Se trata del tercer incremento del año, con un alza acumulada de 47%.",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
AUMENTO EN #PANAMERICANA 🛣️ Ya está confirmado el nuevo cuadro tarifario. Por primera vez habrá tres valores por categoría dependiendo de la forma de pago. Lo más costoso será pagar en efectivo: en hora pico $ 2.400,Transporte,2,2,0,0,100.0,0.0,0.0,NEG
"Atención pasajeros ⚠️#linea148 el halcón finalmente se fué, luego de meses de desidia y abandonó total por parte de la empresa a los chóferes y unidades Desde 2018 no invirtió un peso más en unidades OKM. El abandono es total ...via",Transporte,33,18,12,3,54.54545454545454,36.36363636363637,9.090909090909092,NEG
"Av San Juan y Boedo está todo cortado, presentan la Camiseta de San Lorenzo via",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
Av. San Juan entre Colombres y Av. Boedo Corte total - Lanzamiento de camiseta Desvios: * Av San Juan y Av La Plata. * Av San Juan y Colombres. * Av Boedo y Av Independencia. * Av Boedo y EE UU * Av Boedo y Carlos Calvo * Humberto 1° y Maza via,Transporte,5,5,0,0,100.0,0.0,0.0,NEG
Buen viernes! 😎 YA ARRANCA EL FINDE XXL #CHOQUE MÚLTIPLE EN #AUOESTE 💥 En km 23 altura Puente Santa Rosa a capital. Ya hay congestión desde Moreno.,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
CAOS EN #PANAMERICANA ⚠️ Se quedó un camión cisterna en el carril central del Acceso Norte apenas pasando la salida del Ramal Tigre en dirección a Pilar. Ya está la grúa de pesados de .,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
CONGESTIÓN EN #PANAMERICANA ⚠️ Desde 197 hasta la #GeneralPaz. Y tenés que fumarte a los micros larga distancia yendo por el medio de la autopista... porque se les canta. No vendría mal un carril central para #TransportePúblico como está construyendo en #AuDellepiane,Transporte,6,4,2,0,66.66666666666666,33.33333333333333,0.0,NEG
Calles afectadas en torno al Congreso por el tratamiento de la ley de glaciares. -Av Entre Ríos y Adolfo Alsina -Combatevde Los Pozos y Alsina -Hipolito Yrigoyen y Srandi -Av Rivadavia y Srandi -Riibamba y MITRE -Av Callao y Bme Mitre. Via,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"Con gran tristeza despedimos al querido Ale Casavalle, director general de Enseñanza Artística de la Ciudad, un inolvidable director, actor y docente, pero sobre todo un gran tipo. Un abrazo grande para toda su familia. Lo vamos a extrañar mucho.",Cultura,8,8,0,0,100.0,0.0,0.0,NEG
Conocé la programación en y planificá tu visita. ¡Te esperamos!,Cultura,1,0,1,0,0.0,100.0,0.0,NEU
Corte en Avenida Alem al 600 frente de la Secretaría de Trabajo por los despidos en FATE. Via Afecta al momento carriles metrobus,Transporte,6,1,5,0,16.666666666666664,83.33333333333334,0.0,NEU
"Desvíos de colectivos por el #corte por el del TC2000 en Soldati #Colectivos de las líneas 47, 91 y 155 tendrán cambios en sus recorridosm 📍 Se habilitarán paradas provisorias sobre Av. Fernández de la Cruz, cerca del cruce con Escalada.",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
EN PLENA HORA PICO Obras de en la curva de pesados de #Panamericana con #GeneralPaz. Queda sólo un carril libre para los camiones que van rumbo a#Lugones.,Transporte,5,3,2,0,60.0,40.0,0.0,NEG
"EN VIVO | El jefe de Gobierno, Jorge Macri, anuncia créditos hipotecarios para la clase media",Cultura,23,21,1,1,91.30434782608695,4.3478260869565215,4.3478260869565215,NEG
"El Jefe de Gobierno salda una deuda histórica con la clase media: lanza una nueva línea de créditos hipotecarios con recursos que antes se destinaban a financiar viviendas en las villas. Esta nueva línea tendrá una tasa preferencial del 7,5%, mientras el mercado",Cultura,25,18,5,2,72.0,20.0,8.0,NEG
El esfuerzo vuelve a tener recompensa. Un enorme alivio para la clase media porteña 👇,Ambiente,59,39,14,6,66.10169491525424,23.728813559322035,10.16949152542373,NEG
El lunes 16 reabre Congreso de la Línea A tras las obras de renovación integral. * Impermeabilización y pintura. * Recambio de pisos y nueva señalética. * Luces LED y nuevo mobiliario en andén. * Restauración de murales. Los trabajos continuarán con la estación ya operativa.,Transporte,17,14,3,0,82.35294117647058,17.647058823529413,0.0,NEG
"El túnel del #Metrobus 9 de julio esta cerrado, nadie informa nada informa",Transporte,10,8,2,0,80.0,20.0,0.0,NEG
"Escuelas en el Teatro Colón 🎭 Miles de alumnos de la Ciudad vivieron «El lago de los cisnes», de Piotr Ilich Chaikovski. A sala llena, disfrutaron de la puesta escénica y la adaptación coreográfica de Sabrina Streiff. ¡Gracias por ser parte!",Cultura,4,0,1,3,0.0,25.0,75.0,POS
Están evacuando a los pasajeros del #TrenSANMARTIN que arrolló a un hombre que ingreso al sector de vías altura el túnel de Beiró. La formación se dirigía a Pilar.,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
Fin de semana histórico en la Ciudad: más de 70 mil personas vivieron el regreso del circuito callejero del TC2000 después de 13 años. Este hito deportivo generó más de 1.500 puestos de trabajo y consolidó la revitalización estratégica de la zona sur. Buenos Aires fortalece su,Cultura,4,3,0,1,75.0,0.0,25.0,NEG
"Gral paz , mano riachuelo, BAJADA Mosconi via",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"HABILITADA LA BARRERA PROVISORIA DE MILLER En #VillaUrquiza, ya hay #corte total de Álvarez Thomas altura Monroe, para el inicio de obras de para construir un #Túnel. Mientras tanto (un año y medio aprox), se abrió un paso a nivel sobre vías del #TrenMITRE por calle Miller",Transporte,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,NEG
"Hoy, de 14 a 16 h en Congreso de Tucumán, instructores de Cruz Roja van a estar enseñando maniobras básicas y técnicas de reanimación cardiopulmonar (RCP).",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
"INCENDIODW TAXI 🔥🚖 #Corte de Avenida Independencia al 2800, entre Catamarca y Dean Funes.",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"LEJOS, LA MÁS LINDA DEL MUNDO ¡Qué fiesta anoche en el Planetario! Miles de personas disfrutaron de un momento único con la Filarmónica del Colón, se maravillaron con Beethoven, se emocionaron con Piazzolla. Un concierto inolvidable. Más música para todos, más cultura para todos",Cultura,13,9,1,3,69.23076923076923,7.6923076923076925,23.076923076923077,NEG
"La ley y el orden rigen en cada metro cuadrado de la Ciudad. Por decisión del Jefe de Gobierno, , la Policía de la Ciudad peatonalizó 5 accesos y desplegó operativos de orden, que se mantendrán de forma permanente, en toda la Villa 31 para reforzar la seguridad,",Cultura,43,25,17,1,58.139534883720934,39.53488372093023,2.3255813953488373,NEG
"La ley y el orden rigen en cada metro cuadrado de la Ciudad. Por decisión del Jefe de Gobierno, @‌jorgemacri, la Policía de la Ciudad peatonalizó 5 accesos y desplegó operativos de orden, que se mantendrán de forma permanente, en toda la Villa 31 para reforzar la seguridad,",Cultura,1,1,0,0,100.0,0.0,0.0,NEG
"La música, los fans, la ciudad más linda del mundo. ❤️",Cultura,1,0,1,0,0.0,100.0,0.0,NEU
La obra forma parte de la Emergencia Ferroviaria con el fin de mejorar la seguridad operacional y garantizar una circulación más segura en la #LíneaRoca.,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"Lunes 23, viernes 27 y martes 31 de marzo se extiende el horario de la Línea D hasta la 1:30 a.m. para facilitar la desconcentración del recital de AC/DC. Salida únicamente desde Congreso de Tucumán. Te podés bajar en Olleros, Plaza Italia, Pueyrredón y 9 de Julio.",Transporte,3,1,2,0,33.33333333333333,66.66666666666666,0.0,NEU
"MANTENIMIENTO DE LUMINARIAS EN #PANAMERICANA 💥 Ramal Escobar con reducción del carril rápido, altura Maschwitz, sentido al norte.",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
MARCHA LENTA EN #CAMINONEGRO Congestión hacia #PuenteLaNoria. #AuOeste imposible desde Moreno. Ya está trabada #Panamericana desde la unión de ramales,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
Manifestantes cortan Soldado de la Frontera mano a Roca en #Lugano1y2. Micros desvían por Larrazábal o por Cafayate. Via,Transporte,3,3,0,0,100.0,0.0,0.0,NEG
"Mañana se habilitará la salida de #Lugones a Udaondo, que estaba cerrada por la ampliación del Puente Labruna. El miércoles, se cerrará La Pampa entre Lugones y Figueroa Alcorta por el inicio de obras para construir un nuevo túnel hacia Costanera.",Transporte,1,0,0,1,0.0,0.0,100.0,POS
"Menos impuestos, más desarrollo. La Ciudad impulsa incentivos fiscales y financiamiento para que empresas, universidades y centros de investigación se instalen en el Microcentro y desarrollen tecnología vinculada a la inteligencia artificial. De oficinas vacías a un hub de",Cultura,13,11,2,0,84.61538461538461,15.384615384615385,0.0,NEG
"MÁS POLICÍA EN EL #SUBTE 🚇 Más allá del megaoperativo con mil efectivos, van a quedar unos 300 policías extra para las 90 estaciones del subterráneo porteño.",Transporte,8,7,1,0,87.5,12.5,0.0,NEG
"Más seguridad, más salud, más educación, más cultura. Y ahora más viviendas. ¡Qué orgullo lo que está generando este Gobierno para todos los porteños, !",Cultura,10,8,2,0,80.0,20.0,0.0,NEG
NUEVO TÚNEL DE ÁLVAREZ THOMAS 🚧 inicia las obras para cruzar bajo nivel las vías del #TrenMITRE en #VillaUrquiza. Se habilita una barrera provisoria por calle Miller.,Transporte,3,1,1,1,33.33333333333333,33.33333333333333,33.33333333333333,NEG
Nunca fuimos muy puntuales los argentinos... Si te dicen a las 8... ¿A qué hora llegas? 🤔,Transporte,6,1,5,0,16.666666666666664,83.33333333333334,0.0,NEU
"OTRO #CHOQUE CON MOTO EN #PALERMO 💥 En la esquina del Jardín Botánico en Avenida Las Heras y República Arabe Siria. Coincidencia, en ambos lugares, sobre Directorio y sobre Las Heras, quedan vías del tranvía.",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
OTRO CAMIONERO DESUBICADO 🫣 Impactó en altura el container contra el puente ferroviario del #TRENBELGRANOSUR en la #GeneralPaz a metros de #AuRiccheri sentido a #PuenteLaNoria. NO ES VÍA DE TRÁNSITO PESADO. 📲,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"Pero nada es casualidad: detrás de este presente hay una política audiovisual de la Ciudad, que acompaña, sostiene y apuesta en serio por la industria, tal como viene impulsando . Una política que fortalece al sector y que hace posible, entre otras cosas, que éxitos",Cultura,1,0,1,0,0.0,100.0,0.0,NEU
"Por decisión del Jefe de Gobierno , se realizó un operativo de saturación de 1.000 efectivos de la Policía de la Ciudad en simultáneo en todas las líneas de subte. Además, 300 agentes estarán todo el día, todos los días, en las 90 estaciones para garantizar mayor",Cultura,63,36,21,6,57.14285714285714,33.33333333333333,9.523809523809524,NEG
"Ruta N 9 km 150 mano a CABA, choque por alcance entre camiones un fallecido. Demoras via",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
"SALIDA DE #LUGONES ALTURA RIVER ⚽ Ya está habilitado el enlace Udaondo. Si bien continúan las obras para el nuevo Puente Labruna, ya se puede salir hacia Figueroa Alcorta y Libertador. El miércoles se cerrará la salida de La Pampa, por el inicio de una nueva obra de 🛣️",Transporte,4,1,2,1,25.0,50.0,25.0,NEU
"SIN PARO EN AEROPUERTOS ✈️ La operación de vuelos será normal luego de que dictó la conciliación obligatoria al gremio , que amenazaba con varios días de medidas de fuerza.",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
Tren Mitre: continúan las pruebas en el ingreso a Retiro para reanudar el servicio en óptimas condiciones de seguridad operacional,Transporte,102,84,13,5,82.35294117647058,12.745098039215685,4.901960784313726,NEG
Ya está vigente el aumento de #peaje en #Panamericana y #AuOeste: pasar sin TelePASE cuesta el doble!,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
Ya están a la venta los pasajes para viajar a Mar del Plata hasta el 4/5 y a Junín hasta el 31/5🚆 💻Comprá tus boletos en o en boleterías de larga distancia.,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"Yo me tomaba ""el miramarense""",Transporte,2,0,2,0,0.0,100.0,0.0,NEU
,Cultura,73,60,13,0,82.1917808219178,17.80821917808219,0.0,NEG
"✈️🚨 ATE ANAC anunció paro general y asambleas: Advirtió impacto en vuelos 👉 Conocé cuándo será el paro, qué reclaman y cómo podría afectar a los vuelos en todo el país ▶️ . #AlertasTransito",Transporte,2,2,0,0,100.0,0.0,0.0,NEG
❌Recorda bajar la velocidad y extremar medidas de precaución ante la #tormenta #alertastransito,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"🏁 🏎️Circuito Callejero del TC2000: cortes de tránsito y del Metrobús en Villa Soldati 🗺️ Desde este domingo habrá importantes restricciones en la zona por el armado del circuito. 🚧 Mirá el mapa completo de los cortes, calles afectadas y cambios en el transporte ▶️",Transporte,2,2,0,0,100.0,0.0,0.0,NEG
"🏁🏎️ El TC2000 regresa a las calles de la ciudad: Circuito callejero y un fin de semana de velocidad 👀📅🏎️ Conocé cuándo será la fecha, dónde estará el circuito 🗺️ y todas las sorpresas 🎉🔥 que trae esta edición para los fanáticos del automovilismo ▶️ .",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
"🐝🧭DOTA Y LA 98 VAN POR LA 148 #SanVicente mediante la #Linea79 y #ExpresoQuilmes vía la #Linea98 se harían cargo de los ramales de la #Linea148, que dejaría de circular con ese número y se reparten sus ramales a estas dos líneas via",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
💥🚛 Impactante vuelco de un camión con cemento en Villa Urquiza: Rescataron al chofer 📸 Las imágenes muestran cómo quedó el camión tras el vuelco y 🧑🏽‍🚒el operativo para asistir al conductor 🔍 Entrá a la nota y mirá las imágenes ▶️ . #AlertasTransito,Transporte,1,0,0,1,0.0,0.0,100.0,POS
📢🚇👮🏽 Refuerzan la seguridad en el subte con 1.000 policías 👀👮‍♂️ Presencia intensiva en todas las estaciones y vagones 🔍Conocé cómo se organiza el operativo y las medidas implementadas para que viajes más seguro▶️ . #AlertasTransito,Transporte,4,3,1,0,75.0,25.0,0.0,NEG
📢🚗 VTV: Provincia de Buenos Aires no adherirá a los cambios de Nación 👀 La decisión mantiene sin cambios el sistema de VTV en territorio bonaerense. 🔍Mirá cómo quedan los plazos de verificación ▶️ . #AlertasTransito,Transporte,2,2,0,0,100.0,0.0,0.0,NEG
📸 Hospital de Rehabilitación Manuel Rocca,Ambiente,19,4,6,9,21.052631578947366,31.57894736842105,47.368421052631575,POS
🚌🎟️Boletos de colectivo y el ritual del capicúa: Cómo eran los viajes antes de la SUBE🍀 👉 Recordá los viajes de otra generación y conocé los rituales que muchos no olvidaron▶️ . #AlertasTransito,Transporte,1,0,0,1,0.0,0.0,100.0,POS
"🚗 Cambios en la VTV: El Gobierno avanza con una reforma para simplificar el trámite 👀🚗🔧 Tras un nuevo decreto, conocé qué modificaciones se proponen, qué podría cambiar en las revisiones 🛠️📝 y cómo cada provincia deberá adherir ▶️ . #AlertasTransito",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
🚧 Restricciones en Cantilo por obras del Puente Labruna 🕒 Conocé el cronograma de restricciones y las alternativas para planificar tu viaje y evitar demoras 🚗 . #AlertasTransito,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
🚧❌ Dellepiane cerrada por obras: Cortes totales y desvíos el fin de semana largo 🗺️🚗 Mirá el mapa con todos los cortes y desvíos y conocé cómo circular para evitar demoras en los accesos a la Ciudad ▶️ . #AlertasTransito,Transporte,2,1,1,0,50.0,50.0,0.0,NEG
"🚧🚆 Obras en el Tren Sarmiento: Avanzan dos pasos bajo nivel en Caballito y Villa Luro 👀🚆 Conocé cómo avanzan los trabajos, qué cambios habrá en el servicio del tren este fin de semana ⚠️ y cómo estas obras 🚧 buscan mejorar la circulación en Caballito y Villa Luro 🚗💨 ▶️",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
🚨 ¡Atención usuarios! 👉 La estación Congreso - Pdte. Raúl R. Alfonsín de la #LíneaA ya se encuentra operativa.,Transporte,8,6,1,1,75.0,12.5,12.5,NEG
"🚨 ¡Atención usuarios! 🛤️ El lunes 23 marzo, la #LíneaUrquiza circulará con cronograma de día sábado, mientras que el martes 24 circulará con cronograma de día feriado. 👉 Para más información, podés ingresar a nuestro sitio web:",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
🚨🚌 Chofer sancionado en Ruta 11 por sobrepaso prohibido 👀📹 Un video registrado por agentes de Seguridad Vial mostró la maniobra peligrosa y cómo el conductor fue interceptado y sancionado. 🔍Dale clic para ver ▶️ . #AlertasTransito,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
🛤️ #TrenMITRE Ramal Suárez limitado hasta Belgrano R Ramal Tigre limitado hasta Barrancas de Belgrano,Transporte,1,1,0,0,100.0,0.0,0.0,NEG
🛤️ #TrenMITRE Sigue el cronograma especial y las demoras en el ramal Tigre.,Transporte,2,1,0,1,50.0,0.0,50.0,NEG
"🛤️ #TrenMITRE Siguen los problemas y demoras. Ahora, informa que se normalizan los servicios, tras otra falla técnica 🧐",Transporte,1,1,0,0,100.0,0.0,0.0,NEG
🛤️ #TrenMITRE NO LLEGA A #RETIRO Se demoraron (una vez más) las obras y el servicio se mantendrá limitado por 15 días más. Ramales Suárez y Bartolomé Mitre hasta Belgrano R. Ramal Tigre hasta Barrancas de Belgrano.,Transporte,24,19,5,0,79.16666666666666,20.833333333333336,0.0,NEG
🛤️ #TrenSANMARTIN Otra línea con retrasos en hora pico,Transporte,1,0,1,0,0.0,100.0,0.0,NEU
"🛤️ #TrenSARMIENTO Hubo demoras en un servicio desde Moreno, que arribó a #Once hace pocos minutos y le complicó la mañana a varios usuarios que eligieron tomar colectivo hacia capital. Los bondis de la #Linea66 venían repletos y sin detenerse en paradas intermedias.",Transporte,1,0,1,0,0.0,100.0,0.0,NEU
🟢⚽️ Extensión horaria en la Línea D tras el partido de River - Sarmiento.,Transporte,10,6,2,2,60.0,20.0,20.0,NEG
